key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
29,"革細工師",50,"クラフタースクリップ:黄貨","アルケオーニスストライカーベルト",1,False,200,160,110,353,5,"MasterpieceSupplyMultiplier#1",51,0,"アルケオーニスレンジャーシューズ",1,False,200,160,110,557,7,"MasterpieceSupplyMultiplier#1",51,0,"アルケオーニスヒーラーグローブ",1,False,200,160,110,557,9,"MasterpieceSupplyMultiplier#1",51,0,"アルケオーニスキャスターシューズ",1,False,200,160,110,557,7,"MasterpieceSupplyMultiplier#1",51,0,"アルケオーニスディフェンダーブリーチ",1,False,200,160,110,557,11,"MasterpieceSupplyMultiplier#1",51,0,"アルケオーニススレイヤーブリーチ",1,False,200,160,110,557,11,"MasterpieceSupplyMultiplier#1",51,0,"アルケオーニスクラフターグローブ",1,False,200,160,110,455,7,"MasterpieceSupplyMultiplier#1",51,0,"アルケオーニスギャザラーグローブ",1,False,200,160,110,455,7,"MasterpieceSupplyMultiplier#1",51,0
30,"革細工師",52,"クラフタースクリップ:黄貨","ワイバーンディフェンダーグローブ",1,False,280,220,160,417,12,"MasterpieceSupplyMultiplier#1",52,0,"ワイバーンスカウトベルト",1,False,280,220,160,323,10,"MasterpieceSupplyMultiplier#1",52,0,"アルケオーニス・クラフタージャックブーツ",1,False,280,220,160,511,15,"MasterpieceSupplyMultiplier#1",52,0,"アルケオーニス・ギャザラージャックコート",1,False,280,220,160,605,18,"MasterpieceSupplyMultiplier#1",52,0,"ワイバーン・スレイヤーポットヘルム",1,False,340,270,190,417,16,"MasterpieceSupplyMultiplier#1",53,0,"ワイバーンヒーラーブーツ",1,False,340,270,190,605,21,"MasterpieceSupplyMultiplier#1",53,0,"ワイバーンキャスターマスク",1,False,340,270,190,417,19,"MasterpieceSupplyMultiplier#1",53,0,"ワイバーンリストバンド",1,False,340,270,190,511,19,"MasterpieceSupplyMultiplier#1",53,0
31,"革細工師",54,"クラフタースクリップ:黄貨","ダルメル・ストライカーアームガード",1,False,390,300,220,385,22,"MasterpieceSupplyMultiplier#1",54,0,"ダルメルキャスターベルト",1,False,390,300,220,299,20,"MasterpieceSupplyMultiplier#1",54,0,"ワイバーンジャーキン",1,False,390,300,220,558,27,"MasterpieceSupplyMultiplier#1",54,0,"ワイバーンチョーカー",1,False,390,300,220,299,20,"MasterpieceSupplyMultiplier#1",54,0,"ダルメルディフェンダーブリーチ",1,False,430,340,240,472,31,"MasterpieceSupplyMultiplier#1",55,0,"ダルメルレンジャージャケット",1,False,430,340,240,472,30,"MasterpieceSupplyMultiplier#1",55,0,"ダルメルヒーラークラコー",1,False,430,340,240,472,30,"MasterpieceSupplyMultiplier#1",55,0,"ダルメルハーフグローブ",1,False,430,340,240,299,25,"MasterpieceSupplyMultiplier#1",55,0
32,"革細工師",56,"クラフタースクリップ:黄貨","ダルメルレザー",1,False,440,340,250,197,4,"MasterpieceSupplyMultiplier#1",56,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
33,"革細工師",56,"クラフタースクリップ:黄貨","ドラゴンレザー・スレイヤーベルト",1,False,480,370,270,358,37,"MasterpieceSupplyMultiplier#1",56,0,"ドラゴンレザー・レンジャーグローブ",1,False,480,370,270,438,45,"MasterpieceSupplyMultiplier#1",56,0,"ドラゴンレザー・ヒーラーグローブ",1,False,480,370,270,438,45,"MasterpieceSupplyMultiplier#1",56,0,"ダルメルシューズ",1,False,480,370,270,438,36,"MasterpieceSupplyMultiplier#1",56,0,"ドラゴンレザー・ディフェンダーブリーチ",1,False,530,410,290,599,62,"MasterpieceSupplyMultiplier#1",57,0,"ドラゴンレザー・スカウトブリーチ",1,False,530,410,290,599,64,"MasterpieceSupplyMultiplier#1",57,0,"ドラゴンレザー・ヒーラーブーツ",1,False,530,410,290,518,45,"MasterpieceSupplyMultiplier#1",57,0,"ドラゴンレザーリング",1,False,530,410,290,197,15,"MasterpieceSupplyMultiplier#1",57,0
34,"革細工師",58,"クラフタースクリップ:黄貨","アンフィプテレ・ストライカーアームガード",1,False,580,450,320,409,34,"MasterpieceSupplyMultiplier#1",58,0,"アンフィプテレ・レンジャーリングベルト",1,False,580,450,320,334,28,"MasterpieceSupplyMultiplier#1",58,0,"アンフィプテレ・スカウトアームガード",1,False,580,450,320,409,34,"MasterpieceSupplyMultiplier#1",58,0,"アンフィプテレキャスターハット",1,False,580,450,320,409,27,"MasterpieceSupplyMultiplier#1",58,0,"アンフィプテレ・キャスタードレスグローブ",1,False,580,450,320,409,30,"MasterpieceSupplyMultiplier#1",58,0,"ドラゴンレザー・クラフターベルト",1,False,580,450,320,259,22,"MasterpieceSupplyMultiplier#1",58,0,"ドラゴンレザーチョーカー",1,False,580,450,320,259,28,"MasterpieceSupplyMultiplier#1",58,0,"ドラゴンレザー・リストバンド",1,False,580,450,320,409,33,"MasterpieceSupplyMultiplier#1",58,0
35,"革細工師",59,"クラフタースクリップ:黄貨","アンフィプテレストライカーブーツ",1,False,630,490,350,447,40,"MasterpieceSupplyMultiplier#1",59,0,"アンフィプテレ・ヒーラーサイブーツ",1,False,630,490,350,447,34,"MasterpieceSupplyMultiplier#1",59,0,"アンフィプテレボイジャーベルト・オブ・スレイ",1,False,630,490,350,308,29,"MasterpieceSupplyMultiplier#1",59,0,"アンフィプテレレンジャーブレーサー",1,False,630,490,350,377,32,"MasterpieceSupplyMultiplier#1",59,0,"アンフィプテレ・スカウトハンターベルト",1,False,630,490,350,308,29,"MasterpieceSupplyMultiplier#1",59,0,"アンフィプテレキャスターグローブ",1,False,630,490,350,377,36,"MasterpieceSupplyMultiplier#1",59,0,"アンフィプテレハーフグローブ",1,False,630,490,350,239,14,"MasterpieceSupplyMultiplier#1",59,0,"アンフィプテレグローブ",1,False,630,490,350,308,19,"MasterpieceSupplyMultiplier#1",59,0
36,"裁縫師",50,"クラフタースクリップ:黄貨","レインボークロス・レンジャーキャップ",1,False,200,160,110,455,7,"MasterpieceSupplyMultiplier#1",51,0,"レインボークロス・スカウトハーフグローブ",1,False,200,160,110,353,5,"MasterpieceSupplyMultiplier#1",51,0,"レインボークロス・ヒーラーサッシュ",1,False,200,160,110,353,9,"MasterpieceSupplyMultiplier#1",51,0,"レインボークロス・キャスターキャップ",1,False,200,160,110,455,13,"MasterpieceSupplyMultiplier#1",51,0,"レインボークロス・ストライカーボレロ",1,False,200,160,110,762,17,"MasterpieceSupplyMultiplier#1",51,0,"レインボークロス・ヒーラースロップ",1,False,200,160,110,557,15,"MasterpieceSupplyMultiplier#1",51,0,"レインボークロスリボン・オブ・ディフェンス",1,False,200,160,110,455,10,"MasterpieceSupplyMultiplier#1",51,0,"レインボークロスリボン・オブ・レンジ",1,False,200,160,110,455,11,"MasterpieceSupplyMultiplier#1",51,0
37,"裁縫師",52,"クラフタースクリップ:黄貨","ホーリーレインボー・ディフェンダーサルエル",1,False,280,220,160,511,28,"MasterpieceSupplyMultiplier#1",52,0,"ホーリーレインボー・スレイヤーサルエル",1,False,280,220,160,511,20,"MasterpieceSupplyMultiplier#1",52,0,"ホーリーレインボー・レンジャーハット",1,False,280,220,160,556,25,"MasterpieceSupplyMultiplier#1",52,0,"ホーリーレインボー・キャスターサルエル",1,False,280,220,160,511,28,"MasterpieceSupplyMultiplier#1",52,0,"ホーリーレインボー・ストライカーシャツ",1,False,340,270,190,605,38,"MasterpieceSupplyMultiplier#1",53,0,"ホーリーレインボー・スカウトシャツ",1,False,340,270,190,605,35,"MasterpieceSupplyMultiplier#1",53,0,"ホーリーレインボー・ドレスグローブ",1,False,340,270,190,323,25,"MasterpieceSupplyMultiplier#1",53,0,"ホーリーレインボー・ストローハット",1,False,340,270,190,462,21,"MasterpieceSupplyMultiplier#1",53,0
38,"裁縫師",54,"クラフタースクリップ:黄貨","ラミー・キャスターハーフグローブ",1,False,390,300,220,385,26,"MasterpieceSupplyMultiplier#1",54,0,"ラミーリボン・オブ・アタック",1,False,390,300,220,472,27,"MasterpieceSupplyMultiplier#1",54,0,"ホーリーレインボーコーティー",1,False,390,300,220,472,29,"MasterpieceSupplyMultiplier#1",54,0,"ホーリーレインボー・ドレスシューズ",1,False,390,300,220,472,31,"MasterpieceSupplyMultiplier#1",54,0,"ラミーレンジャートラウザー",1,False,430,340,240,472,31,"MasterpieceSupplyMultiplier#1",55,0,"ラミーヒーラーローブ",1,False,430,340,240,558,36,"MasterpieceSupplyMultiplier#1",55,0,"ラミーキャスタートンバン",1,False,430,340,240,472,35,"MasterpieceSupplyMultiplier#1",55,0,"ラミークラフターターバン",1,False,430,340,240,472,32,"MasterpieceSupplyMultiplier#1",55,0
39,"裁縫師",56,"クラフタースクリップ:黄貨","青麻布",1,False,410,320,230,299,5,"MasterpieceSupplyMultiplier#1",55,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
40,"裁縫師",56,"クラフタースクリップ:黄貨","ハロードラミー・レンジャーサッシュ",1,False,480,370,270,358,33,"MasterpieceSupplyMultiplier#1",56,0,"ハロードラミー・キャスターサッシュ",1,False,480,370,270,358,33,"MasterpieceSupplyMultiplier#1",56,0,"ラミークラフターダブレット",1,False,480,370,270,518,41,"MasterpieceSupplyMultiplier#1",56,0,"ラミーギャザラートラウザー",1,False,480,370,270,438,34,"MasterpieceSupplyMultiplier#1",56,0,"ハロードラミー・レンジャーダブレット",1,False,530,410,290,599,55,"MasterpieceSupplyMultiplier#1",57,0,"ハロードラミー・ヒーラーダブレット",1,False,530,410,290,599,55,"MasterpieceSupplyMultiplier#1",57,0,"ハロードラミー・ヒーラーガスキン",1,False,530,410,290,599,58,"MasterpieceSupplyMultiplier#1",57,0,"ハロードラミー・キャスターガスキン",1,False,530,410,290,599,57,"MasterpieceSupplyMultiplier#1",57,0
41,"裁縫師",58,"クラフタースクリップ:黄貨","キマイラフェルト・ストライカーキャップ",1,False,580,450,320,409,45,"MasterpieceSupplyMultiplier#1",58,0,"キマイラフェルト・レンジャーキャップ",1,False,580,450,320,409,45,"MasterpieceSupplyMultiplier#1",58,0,"キマイラフェルト・スカウトキャップ",1,False,580,450,320,409,45,"MasterpieceSupplyMultiplier#1",58,0,"キマイラフェルト・ヒーラークロブーク",1,False,580,450,320,409,47,"MasterpieceSupplyMultiplier#1",58,0,"キマイラフェルト・ヒーラーグローブ",1,False,580,450,320,409,47,"MasterpieceSupplyMultiplier#1",58,0,"キマイラフェルト・ヒーラーコルセット",1,False,580,450,320,334,38,"MasterpieceSupplyMultiplier#1",58,0,"キマイラフェルト・キャスターコルセット",1,False,580,450,320,334,38,"MasterpieceSupplyMultiplier#1",58,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
42,"裁縫師",59,"クラフタースクリップ:黄貨","キマイラフェルト・ストライカーシクラス",1,False,630,490,350,585,70,"MasterpieceSupplyMultiplier#1",59,0,"キマイラフェルト・レンジャーホーズ",1,False,630,490,350,516,66,"MasterpieceSupplyMultiplier#1",59,0,"キマイラフェルト・スカウトシクラス",1,False,630,490,350,585,70,"MasterpieceSupplyMultiplier#1",59,0,"キマイラフェルト・ヒーラーアルバ",1,False,630,490,350,585,76,"MasterpieceSupplyMultiplier#1",59,0,"キマイラフェルト・ヒーラーショース",1,False,630,490,350,585,70,"MasterpieceSupplyMultiplier#1",59,0,"キマイラフェルト・キャスターローブ",1,False,630,490,350,585,75,"MasterpieceSupplyMultiplier#1",59,0,"キマイラフェルト・レンジャーサッシュ",1,False,630,490,350,308,38,"MasterpieceSupplyMultiplier#1",59,0,"キマイラフェルト・キャスターサッシュ",1,False,630,490,350,308,38,"MasterpieceSupplyMultiplier#1",59,0
43,"錬金術師",50,"クラフタースクリップ:黄貨","アルケオーニスグリモア",1,False,200,160,110,557,9,"MasterpieceSupplyMultiplier#1",51,0,"アルケオーニスコーデックス",1,False,200,160,110,557,8,"MasterpieceSupplyMultiplier#1",51,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
44,"錬金術師",52,"クラフタースクリップ:黄貨","ホーリーシーダーワンド",1,False,280,220,160,511,20,"MasterpieceSupplyMultiplier#1",52,0,"ワイバーングリモア",1,False,280,220,160,417,14,"MasterpieceSupplyMultiplier#1",52,0,"ワイバーンコーデックス",1,False,280,220,160,417,14,"MasterpieceSupplyMultiplier#1",52,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
45,"錬金術師",54,"クラフタースクリップ:黄貨","ダルメルグリモア",1,False,430,340,240,472,28,"MasterpieceSupplyMultiplier#1",55,0,"ダルメルコーデックス",1,False,430,340,240,472,28,"MasterpieceSupplyMultiplier#1",55,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
46,"錬金術師",56,"クラフタースクリップ:黄貨","ハードシルバー・エンチャントインク",1,False,440,340,250,599,4,"MasterpieceSupplyMultiplier#1",56,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
47,"錬金術師",56,"クラフタースクリップ:黄貨","ハロードチェスナットワンド",1,False,480,370,270,438,43,"MasterpieceSupplyMultiplier#1",56,0,"ドラゴンレザーグリモア",1,False,530,410,290,438,42,"MasterpieceSupplyMultiplier#1",57,0,"ドラゴンレザーコーデックス",1,False,530,410,290,438,42,"MasterpieceSupplyMultiplier#1",57,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
48,"錬金術師",58,"クラフタースクリップ:黄貨","ブック・オブ・オーラムレギス",1,False,580,450,320,484,45,"MasterpieceSupplyMultiplier#1",58,0,"ピカトリクス・オブ・オーラムレギス",1,False,580,450,320,484,45,"MasterpieceSupplyMultiplier#1",58,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
49,"錬金術師",59,"クラフタースクリップ:黄貨","剛力の竜薬",1,False,580,450,320,634,20,"MasterpieceSupplyMultiplier#1",58,0,"眼力の竜薬",1,False,580,450,320,634,20,"MasterpieceSupplyMultiplier#1",58,0,"活力の竜薬",1,False,630,490,350,585,20,"MasterpieceSupplyMultiplier#1",59,0,"知力の竜薬",1,False,630,490,350,585,20,"MasterpieceSupplyMultiplier#1",59,0,"心力の竜薬",1,False,630,490,350,585,20,"MasterpieceSupplyMultiplier#1",59,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
50,"調理師",50,"クラフタースクリップ:黄貨","ババロア・オ・フィグ",1,False,200,160,110,537,6,"MasterpieceSupplyMultiplier#1",51,0,"オニオングラタンスープ",1,False,280,220,160,477,6,"MasterpieceSupplyMultiplier#1",52,0,"挽肉のキャベツ巻き",1,False,280,220,160,526,6,"MasterpieceSupplyMultiplier#1",52,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
51,"調理師",52,"クラフタースクリップ:黄貨","イシュガルドティー",1,False,340,270,190,455,8,"MasterpieceSupplyMultiplier#1",53,0,"イシュガルドマフィン",1,False,340,270,190,346,5,"MasterpieceSupplyMultiplier#1",53,0,"ポルチーニソテー",1,False,340,270,190,455,7,"MasterpieceSupplyMultiplier#1",53,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
52,"調理師",54,"クラフタースクリップ:黄貨","ソーム・アル・オ・マロン",1,False,390,300,220,465,9,"MasterpieceSupplyMultiplier#1",54,0,"カイザーゼンメル",1,False,430,340,240,406,7,"MasterpieceSupplyMultiplier#1",55,0,"グリルドスイートフィッシュ",1,False,390,300,220,233,6,"MasterpieceSupplyMultiplier#1",54,0,"クリムゾンスープ",1,False,390,300,220,679,10,"MasterpieceSupplyMultiplier#1",54,0,"アウフラウフ",1,False,390,300,220,541,8,"MasterpieceSupplyMultiplier#1",54,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
